Job Title,Job Location,Company,Estimate Base Salary,Low Estimate,High Estimate,Company Size,Company Type,Company Sector,Company Founded,Company Industry,Company Revenue,Company Rating,Company Friend Reccomendation,Company CEO Approval,Companny Number of Rater,Company Career Opportinities,Compensation and Benefits,Company Culture and Values,Company Senior Management,Company Work Life Balance,Country,State,python_yn,r_yn,sql_yn,java_yn,julia_yn,scala_yn,c_yn,c++_yn,javascript_yn,spark_yn,hadoop_yn,matlab_yn,sas_yn,git_yn,excel_yn,nosql_yn,aws_yn,mongodb_yn,cassandra_yn,hive_yn,bigml_yn,tableau_yn,powerbi_yn,nlp_yn,pytorch_yn,tensorflow_yn,mathematic_yn,statistic_yn
Enterprise Architect,Brisbane,Microsoft,157901,142000,175000,10000+ Employees,Company - Public,Information Technology,1975.0,Computer Hardware Development,$10+ billion (USD),4.4,91.0,96.0,8481.0,4.2,4.1,4.4,4.1,4.2,Australia,Queensland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lab Technician,Stafford,Australian Laboratory Services,54652,52000,57000,10000+ Employees,Company - Public,Management & Consulting,1863.0,Research & Development,$1 to $2 billion (USD),3.1,51.0,55.0,226.0,2.7,2.6,3.0,2.7,2.9,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Consultant,Brisbane,Deloitte,95000,95000,95000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simulation Engineer,Brisbane,Hatch,87936,67000,116000,10000+ Employees,Company - Private,"Energy, Mining, Utilities",1955.0,Mining & Metals,$1 to $2 billion (USD),4.1,86.0,74.0,311.0,4.1,3.8,4.2,3.7,3.8,Australia,Queensland,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Scientific Advisor,Brisbane,SLR Consulting,63108,56000,71000,1001 to 5000 Employees,Company - Private,Management & Consulting,1994.0,Business Consulting,$25 to $50 million (USD),3.7,74.0,81.0,35.0,3.7,3.4,4.1,3.5,3.8,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Field Service Engineer,Brisbane,Rockwell Automation,86429,83000,90000,10000+ Employees,Company - Public,Manufacturing,1903.0,Machinery Manufacturing,$5 to $10 billion (USD),3.9,80.0,88.0,890.0,3.6,3.6,4.0,3.5,3.8,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scientific Advisor,Brisbane,SLR Consulting,63108,56000,71000,1001 to 5000 Employees,Company - Private,Management & Consulting,1994.0,Business Consulting,$25 to $50 million (USD),3.7,74.0,81.0,35.0,3.7,3.4,4.1,3.5,3.8,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Urban Planner,Brisbane,ERM Group,63592,51000,80000,5001 to 10000 Employees,Company - Private,Management & Consulting,1971.0,Business Consulting,$500 million to $1 billion (USD),3.7,72.0,74.0,20.0,3.6,3.1,3.8,3.4,3.4,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemist,Eight Mile Plains,Bayer ANZ,85000,70000,100000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,1863.0,Biotech & Pharmaceuticals,$10+ billion (USD),4.1,86.0,78.0,1303.0,3.8,4.0,4.1,3.7,4.1,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemist,Eight Mile Plains,Bayer ANZ,85000,70000,100000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,1863.0,Biotech & Pharmaceuticals,$10+ billion (USD),4.1,86.0,78.0,1303.0,3.8,4.0,4.1,3.7,4.1,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Brisbane,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Data Scientist,Brisbane,Entain,115000,100000,130000,10000+ Employees,Company - Public,"Arts, Entertainment & Recreation",2004.0,Gambling & Betting,$2 to $5 billion (USD),3.5,63.0,73.0,187.0,3.1,3.3,3.3,3.2,3.3,Australia,Queensland,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Data Engineer,Brisbane,RedEye,109202,90000,133000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.5,86.0,100.0,9.0,4.1,4.2,4.5,4.1,4.3,Australia,Queensland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Lead Group Manager,Brisbane,Emesent,54387,51000,58000,51 to 200 Employees,Company - Private,Aerospace & Defence,2018.0,Aerospace & Defence,Unknown / Non-Applicable,3.9,84.0,100.0,7.0,4.4,4.2,4.6,4.2,4.5,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Brisbane,RedEye,109202,90000,133000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.5,86.0,100.0,9.0,4.1,4.2,4.5,4.1,4.3,Australia,Queensland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Business Analyst,Brisbane,Global Land Supply,115000,115000,115000,5001 to 10000 Employees,Company - Public,Hotel & Travel Accommodation,1982.0,Travel Agencies,$10+ billion (USD),3.5,59.0,88.0,401.0,3.7,3.3,3.5,3.3,3.0,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Data Scientist,Brisbane,Aurizon,128589,117000,141000,1001 to 5000 Employees,Company - Public,Transportation & Logistics,2009.0,Taxi & Car Services,$2 to $5 billion (USD),3.7,74.0,75.0,47.0,3.4,4.1,3.4,3.1,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Data Scientist,Brisbane,Aurizon,128589,117000,141000,1001 to 5000 Employees,Company - Public,Transportation & Logistics,2009.0,Taxi & Car Services,$2 to $5 billion (USD),3.7,74.0,75.0,47.0,3.4,4.1,3.4,3.1,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Data Scientist,Brisbane,Aurizon,128589,117000,141000,1001 to 5000 Employees,Company - Public,Transportation & Logistics,2009.0,Taxi & Car Services,$2 to $5 billion (USD),3.7,74.0,75.0,47.0,3.4,4.1,3.4,3.1,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Research Fellow,Brisbane,CSIRO,89862,87000,93000,5001 to 10000 Employees,Government,Government & Public Administration,1926.0,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,58.0,145.0,3.4,3.4,3.5,3.0,4.1,Australia,Queensland,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Data Scientist,Brisbane,Aurizon,128589,117000,141000,1001 to 5000 Employees,Company - Public,Transportation & Logistics,2009.0,Taxi & Car Services,$2 to $5 billion (USD),3.7,74.0,75.0,47.0,3.4,4.1,3.4,3.1,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Brisbane,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Research Fellow,Brisbane,CSIRO,89862,87000,93000,5001 to 10000 Employees,Government,Government & Public Administration,1926.0,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,58.0,145.0,3.4,3.4,3.5,3.0,4.1,Australia,Queensland,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Research Fellow,Brisbane,CSIRO,89862,87000,93000,5001 to 10000 Employees,Government,Government & Public Administration,1926.0,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,58.0,145.0,3.4,3.4,3.5,3.0,4.1,Australia,Queensland,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Research Fellow,Brisbane,CSIRO,89862,87000,93000,5001 to 10000 Employees,Government,Government & Public Administration,1926.0,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,58.0,145.0,3.4,3.4,3.5,3.0,4.1,Australia,Queensland,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Brisbane,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Brisbane,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Brisbane,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Consultant,Brisbane,Deloitte,81505,73000,91000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Graduate Data Consultant,Brisbane,KJR,64807,50000,84000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.7,62.0,100.0,2.0,5.0,5.0,5.0,5.0,5.0,Australia,Queensland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Data Analyst,Brisbane,Wing,80932,66000,100000,51 to 200 Employees,Subsidiary or Business Segment,Media & Communication,1993.0,Advertising & Public Relations,$10 to $25 million (USD),2.1,17.0,31.0,3.0,1.8,2.7,2.0,1.7,2.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Brisbane,Wing,80932,66000,100000,51 to 200 Employees,Subsidiary or Business Segment,Media & Communication,1993.0,Advertising & Public Relations,$10 to $25 million (USD),2.1,17.0,31.0,3.0,1.8,2.7,2.0,1.7,2.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Brisbane,Wing,80932,66000,100000,51 to 200 Employees,Subsidiary or Business Segment,Media & Communication,1993.0,Advertising & Public Relations,$10 to $25 million (USD),2.1,17.0,31.0,3.0,1.8,2.7,2.0,1.7,2.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Consultant,Brisbane,Deloitte,81505,73000,91000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Graduate Consultant,Brisbane,Deloitte,81505,73000,91000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Graduate Consultant,Brisbane,Deloitte,81505,73000,91000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Graduate Data Consultant,Brisbane,KJR,64807,50000,84000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.7,62.0,100.0,2.0,5.0,5.0,5.0,5.0,5.0,Australia,Queensland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Graduate Data Consultant,Brisbane,KJR,64807,50000,84000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.7,62.0,100.0,2.0,5.0,5.0,5.0,5.0,5.0,Australia,Queensland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Graduate Data Consultant,Brisbane,KJR,64807,50000,84000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.7,62.0,100.0,2.0,5.0,5.0,5.0,5.0,5.0,Australia,Queensland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Senior Consultant,Brisbane,Deloitte,95000,95000,95000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scientific Advisor,Brisbane,SLR Consulting,63108,56000,71000,1001 to 5000 Employees,Company - Private,Management & Consulting,1994.0,Business Consulting,$25 to $50 million (USD),3.7,74.0,81.0,35.0,3.7,3.4,4.1,3.5,3.8,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Consultant,Brisbane,Deloitte,95000,95000,95000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Consultant,Brisbane,Deloitte,95000,95000,95000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemist,Eight Mile Plains,Bayer ANZ,85000,70000,100000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,1863.0,Biotech & Pharmaceuticals,$10+ billion (USD),4.1,86.0,78.0,1303.0,3.8,4.0,4.1,3.7,4.1,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scientific Advisor,Brisbane,SLR Consulting,63108,56000,71000,1001 to 5000 Employees,Company - Private,Management & Consulting,1994.0,Business Consulting,$25 to $50 million (USD),3.7,74.0,81.0,35.0,3.7,3.4,4.1,3.5,3.8,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scientific Advisor,Brisbane,SLR Consulting,63108,56000,71000,1001 to 5000 Employees,Company - Private,Management & Consulting,1994.0,Business Consulting,$25 to $50 million (USD),3.7,74.0,81.0,35.0,3.7,3.4,4.1,3.5,3.8,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scientific Advisor,Brisbane,SLR Consulting,63108,56000,71000,1001 to 5000 Employees,Company - Private,Management & Consulting,1994.0,Business Consulting,$25 to $50 million (USD),3.7,74.0,81.0,35.0,3.7,3.4,4.1,3.5,3.8,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemist,Eight Mile Plains,Bayer ANZ,85000,70000,100000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,1863.0,Biotech & Pharmaceuticals,$10+ billion (USD),4.1,86.0,78.0,1303.0,3.8,4.0,4.1,3.7,4.1,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemist,Eight Mile Plains,Bayer ANZ,85000,70000,100000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,1863.0,Biotech & Pharmaceuticals,$10+ billion (USD),4.1,86.0,78.0,1303.0,3.8,4.0,4.1,3.7,4.1,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Brisbane,RedEye,109202,90000,133000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.5,86.0,100.0,9.0,4.1,4.2,4.5,4.1,4.3,Australia,Queensland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Engineer,Brisbane,RedEye,109202,90000,133000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.5,86.0,100.0,9.0,4.1,4.2,4.5,4.1,4.3,Australia,Queensland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Engineer,Brisbane,RedEye,109202,90000,133000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.5,86.0,100.0,9.0,4.1,4.2,4.5,4.1,4.3,Australia,Queensland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Engineer,Brisbane,RedEye,109202,90000,133000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.5,86.0,100.0,9.0,4.1,4.2,4.5,4.1,4.3,Australia,Queensland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Graduate Data Scientist,Brisbane,Aurizon,128589,117000,141000,1001 to 5000 Employees,Company - Public,Transportation & Logistics,2009.0,Taxi & Car Services,$2 to $5 billion (USD),3.7,74.0,75.0,47.0,3.4,4.1,3.4,3.1,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Research Fellow,Brisbane,CSIRO,89862,87000,93000,5001 to 10000 Employees,Government,Government & Public Administration,1926.0,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,58.0,145.0,3.4,3.4,3.5,3.0,4.1,Australia,Queensland,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Data Scientist,Brisbane,Aurizon,128589,117000,141000,1001 to 5000 Employees,Company - Public,Transportation & Logistics,2009.0,Taxi & Car Services,$2 to $5 billion (USD),3.7,74.0,75.0,47.0,3.4,4.1,3.4,3.1,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Data Scientist,Brisbane,Aurizon,128589,117000,141000,1001 to 5000 Employees,Company - Public,Transportation & Logistics,2009.0,Taxi & Car Services,$2 to $5 billion (USD),3.7,74.0,75.0,47.0,3.4,4.1,3.4,3.1,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Research Fellow,Brisbane,CSIRO,89862,87000,93000,5001 to 10000 Employees,Government,Government & Public Administration,1926.0,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,58.0,145.0,3.4,3.4,3.5,3.0,4.1,Australia,Queensland,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Research Fellow,Brisbane,CSIRO,89862,87000,93000,5001 to 10000 Employees,Government,Government & Public Administration,1926.0,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,58.0,145.0,3.4,3.4,3.5,3.0,4.1,Australia,Queensland,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Brisbane,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Brisbane,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Brisbane,Wing,80932,66000,100000,51 to 200 Employees,Subsidiary or Business Segment,Media & Communication,1993.0,Advertising & Public Relations,$10 to $25 million (USD),2.1,17.0,31.0,3.0,1.8,2.7,2.0,1.7,2.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Consultant,Brisbane,Deloitte,81505,73000,91000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Graduate Data Consultant,Brisbane,KJR,64807,50000,84000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.7,62.0,100.0,2.0,5.0,5.0,5.0,5.0,5.0,Australia,Queensland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Data Analyst,Brisbane,Wing,80932,66000,100000,51 to 200 Employees,Subsidiary or Business Segment,Media & Communication,1993.0,Advertising & Public Relations,$10 to $25 million (USD),2.1,17.0,31.0,3.0,1.8,2.7,2.0,1.7,2.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Brisbane,Wing,80932,66000,100000,51 to 200 Employees,Subsidiary or Business Segment,Media & Communication,1993.0,Advertising & Public Relations,$10 to $25 million (USD),2.1,17.0,31.0,3.0,1.8,2.7,2.0,1.7,2.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Consultant,Brisbane,Deloitte,81505,73000,91000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Graduate Consultant,Brisbane,Deloitte,81505,73000,91000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Graduate Data Consultant,Brisbane,KJR,64807,50000,84000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.7,62.0,100.0,2.0,5.0,5.0,5.0,5.0,5.0,Australia,Queensland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Senior Consultant,Brisbane,Deloitte,95000,95000,95000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Data Consultant,Brisbane,KJR,64807,50000,84000,51 to 200 Employees,Company - Private,Information Technology,1997.0,Information Technology Support Services,Unknown / Non-Applicable,4.7,62.0,100.0,2.0,5.0,5.0,5.0,5.0,5.0,Australia,Queensland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Scientific Advisor,Brisbane,SLR Consulting,63108,56000,71000,1001 to 5000 Employees,Company - Private,Management & Consulting,1994.0,Business Consulting,$25 to $50 million (USD),3.7,74.0,81.0,35.0,3.7,3.4,4.1,3.5,3.8,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Consultant,Brisbane,Deloitte,95000,95000,95000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Consultant,Brisbane,Deloitte,95000,95000,95000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Queensland,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemist,Eight Mile Plains,Bayer ANZ,85000,70000,100000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,1863.0,Biotech & Pharmaceuticals,$10+ billion (USD),4.1,86.0,78.0,1303.0,3.8,4.0,4.1,3.7,4.1,Australia,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
